type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-05-22 13:52:12,43.450961000,-80.516427000,378.6,,,,,0.000,,92,59,25,"22/05/2013 Kitchener, ON, Canada",
T,2013-05-22 13:52:13,43.450947000,-80.516465000,378.6,12.4,4.84,243.1,0.0,0.003,3.45,92,59,25,,
T,2013-05-22 13:52:15,43.450956000,-80.516462000,378.6,1.9,32.39,13.6,0.0,0.004,1.03,95,59,25,,
T,2013-05-22 13:52:18,43.450989000,-80.516462000,378.6,4.4,13.64,0.0,0.0,0.008,3.67,99,59,25,,
T,2013-05-22 13:52:20,43.451015000,-80.516489000,378.6,6.5,9.20,323.0,0.0,0.012,3.62,103,59,25,,
T,2013-05-22 13:52:21,43.451027000,-80.516510000,378.6,7.8,7.72,308.2,0.0,0.014,2.16,106,59,25,,
T,2013-05-22 13:52:22,43.451035000,-80.516535000,378.6,8.0,7.54,293.8,0.0,0.016,2.21,107,59,25,,
T,2013-05-22 13:52:23,43.451042000,-80.516554000,379.0,6.2,9.67,296.9,23.2,0.018,1.72,109,59,25,,
T,2013-05-22 13:52:25,43.451064000,-80.516564000,379.0,4.6,12.95,341.7,0.0,0.020,2.57,112,59,25,,
T,2013-05-22 13:52:26,43.451083000,-80.516548000,379.0,8.9,6.73,31.4,0.0,0.023,2.48,113,59,25,,
T,2013-05-22 13:52:27,43.451099000,-80.516542000,379.0,6.6,9.04,15.2,0.0,0.025,1.84,113,59,25,,
T,2013-05-22 13:52:30,43.451132000,-80.516525000,379.0,4.7,12.77,20.5,0.0,0.029,3.92,116,59,25,,
T,2013-05-22 13:52:32,43.451163000,-80.516500000,379.0,7.2,8.34,30.3,0.0,0.033,3.99,118,0,25,,
T,2013-05-22 13:52:34,43.451207000,-80.516491000,379.0,8.9,6.74,8.4,0.0,0.038,4.94,120,0,25,,
T,2013-05-22 13:52:36,43.451274000,-80.516515000,379.0,13.8,4.33,345.4,0.0,0.045,7.69,122,36,25,,
T,2013-05-22 13:52:38,43.451336000,-80.516553000,379.0,13.6,4.42,336.0,0.0,0.053,7.54,125,44,25,,
T,2013-05-22 13:52:40,43.451414000,-80.516592000,379.0,16.6,3.61,340.1,0.0,0.062,9.22,128,50,25,,
T,2013-05-22 13:52:42,43.451492000,-80.516634000,379.0,16.8,3.58,338.6,0.0,0.071,9.31,131,55,25,,
T,2013-05-22 13:52:45,43.451641000,-80.516718000,379.0,21.5,2.79,337.7,0.0,0.089,17.90,134,50,25,,
T,2013-05-22 13:52:47,43.451700000,-80.516766000,379.0,13.7,4.37,329.4,0.0,0.097,7.62,135,115,25,,
T,2013-05-22 13:52:52,43.451805000,-80.516805000,379.0,8.7,6.90,344.9,0.0,0.109,12.09,132,25,25,,
T,2013-05-22 13:52:53,43.451812000,-80.516800000,379.0,3.2,19.01,27.4,0.0,0.110,0.88,130,25,25,,
T,2013-05-22 13:52:55,43.451811000,-80.516812000,379.0,1.8,34.10,263.5,0.0,0.111,0.98,127,0,25,,
T,2013-05-22 13:52:59,43.451805000,-80.516815000,379.0,0.6,93.97,199.9,0.0,0.112,0.71,124,0,25,,
T,2013-05-22 13:53:01,43.451805000,-80.516815000,379.0,0.0,,199.9,,0.112,0.00,125,0,25,,
T,2013-05-22 13:53:11,43.451834000,-80.516829000,379.0,1.2,48.80,340.7,0.0,0.115,3.42,125,24,25,,
T,2013-05-22 13:53:13,43.451889000,-80.516864000,379.0,12.1,4.95,335.2,0.0,0.122,6.74,127,64,25,,
T,2013-05-22 13:53:16,43.452023000,-80.516954000,379.0,19.9,3.02,334.0,0.0,0.138,16.57,130,89,25,,
T,2013-05-22 13:53:17,43.452057000,-80.516992000,379.0,17.5,3.42,320.9,0.0,0.143,4.87,131,90,25,,
T,2013-05-22 13:53:18,43.452100000,-80.517029000,379.0,20.3,2.96,328.0,0.0,0.149,5.64,132,91,25,,
T,2013-05-22 13:53:21,43.452243000,-80.517123000,379.0,21.1,2.84,334.5,0.0,0.166,17.62,136,91,25,,
T,2013-05-22 13:53:25,43.452438000,-80.517243000,379.0,21.4,2.81,335.9,0.0,0.190,23.74,139,97,25,,
T,2013-05-22 13:53:26,43.452491000,-80.517276000,379.0,23.3,2.58,335.7,0.0,0.197,6.47,139,91,25,,
T,2013-05-22 13:53:27,43.452543000,-80.517308000,379.4,22.8,2.63,335.9,6.3,0.203,6.33,140,93,25,,
T,2013-05-22 13:53:28,43.452598000,-80.517344000,379.8,24.4,2.46,334.6,5.9,0.210,6.77,140,94,25,,
T,2013-05-22 13:53:29,43.452651000,-80.517381000,380.2,23.8,2.52,333.1,6.1,0.216,6.61,140,95,25,,
T,2013-05-22 13:53:30,43.452704000,-80.517419000,380.6,23.9,2.51,332.5,6.0,0.223,6.64,140,95,25,,
T,2013-05-22 13:53:31,43.452755000,-80.517455000,381.0,22.9,2.62,332.9,6.3,0.229,6.37,141,95,25,,
T,2013-05-22 13:53:36,43.453031000,-80.517651000,381.0,24.9,2.41,332.7,0.0,0.264,34.52,142,91,25,,
T,2013-05-22 13:53:43,43.453434000,-80.517934000,381.0,25.9,2.32,333.0,0.0,0.314,50.29,139,90,25,,
T,2013-05-22 13:53:45,43.453506000,-80.517978000,381.0,15.8,3.81,336.1,0.0,0.323,8.76,136,0,25,,
T,2013-05-22 13:53:47,43.453564000,-80.518031000,381.0,13.9,4.31,326.4,0.0,0.331,7.74,134,0,25,,
T,2013-05-22 13:53:51,43.453639000,-80.518091000,381.0,8.7,6.91,329.9,0.0,0.340,9.64,133,0,25,,
T,2013-05-22 13:53:57,43.453672000,-80.518100000,381.0,2.2,26.75,348.8,0.0,0.344,3.74,130,0,25,,
T,2013-05-22 13:54:00,43.453746000,-80.518142000,381.0,10.7,5.62,337.6,0.0,0.353,8.90,130,41,25,,
T,2013-05-22 13:54:04,43.453926000,-80.518251000,381.0,19.7,3.05,336.3,0.0,0.375,21.86,133,57,25,,
T,2013-05-22 13:54:08,43.454146000,-80.518394000,381.0,24.3,2.47,334.7,0.0,0.402,27.04,136,89,25,,
T,2013-05-22 13:54:11,43.454328000,-80.518518000,381.0,27.1,2.21,333.7,0.0,0.424,22.57,138,98,25,,
T,2013-05-22 13:54:12,43.454395000,-80.518565000,380.6,30.1,1.99,333.0,-4.8,0.433,8.36,138,93,25,,
T,2013-05-22 13:54:14,43.454522000,-80.518672000,379.6,29.8,2.01,328.6,-6.0,0.449,16.56,139,98,25,,
T,2013-05-22 13:54:15,43.454588000,-80.518726000,379.2,30.7,1.95,329.3,-4.7,0.458,8.54,140,99,25,,
T,2013-05-22 13:54:16,43.454656000,-80.518770000,378.8,30.1,2.00,334.8,-4.8,0.466,8.35,140,81,25,,
T,2013-05-22 13:54:18,43.454804000,-80.518856000,378.8,32.1,1.87,337.1,0.0,0.484,17.86,140,83,25,,
T,2013-05-22 13:54:22,43.455069000,-80.519091000,378.8,31.5,1.90,327.2,0.0,0.519,35.05,141,92,25,,
T,2013-05-22 13:54:23,43.455108000,-80.519183000,378.8,31.0,1.93,300.3,0.0,0.528,8.62,141,60,25,,
T,2013-05-22 13:54:26,43.455112000,-80.519480000,378.8,28.9,2.08,271.1,0.0,0.552,24.04,141,88,25,,
T,2013-05-22 13:54:27,43.455093000,-80.519569000,378.8,27.0,2.22,253.6,0.0,0.559,7.51,142,90,25,,
T,2013-05-22 13:54:29,43.455049000,-80.519742000,378.8,26.7,2.25,250.7,0.0,0.574,14.83,142,90,25,,
T,2013-05-22 13:54:32,43.454977000,-80.519999000,378.8,26.7,2.24,248.9,0.0,0.596,22.29,143,88,25,,
T,2013-05-22 13:54:37,43.454848000,-80.520380000,378.8,24.5,2.45,245.0,0.0,0.630,34.00,145,93,24,,
T,2013-05-22 13:54:44,43.454682000,-80.520915000,378.8,24.2,2.48,246.9,0.0,0.677,47.07,145,93,24,,
T,2013-05-22 13:54:45,43.454671000,-80.520971000,378.8,16.9,3.55,254.9,0.0,0.682,4.69,145,102,24,,
T,2013-05-22 13:54:48,43.454617000,-80.521171000,378.8,20.7,2.90,249.6,0.0,0.699,17.26,145,97,24,,
T,2013-05-22 13:54:50,43.454570000,-80.521315000,378.8,23.0,2.61,245.8,0.0,0.712,12.77,145,96,24,,
T,2013-05-22 13:54:52,43.454501000,-80.521471000,378.8,26.6,2.26,238.6,0.0,0.727,14.77,145,96,24,,
T,2013-05-22 13:54:53,43.454462000,-80.521542000,378.8,25.9,2.32,232.9,0.0,0.734,7.20,146,95,24,,
T,2013-05-22 13:54:57,43.454291000,-80.521827000,378.8,26.9,2.23,230.4,0.0,0.764,29.88,147,98,24,,
T,2013-05-22 13:55:02,43.454054000,-80.522139000,378.8,26.3,2.28,223.7,0.0,0.801,36.48,148,98,24,,
T,2013-05-22 13:55:05,43.453895000,-80.522295000,379.2,26.1,2.30,215.5,1.8,0.822,21.71,149,98,24,,
