type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-09-03 21:18:10,43.451093000,-80.516429000,337.8,,,,,0.000,,84,44,25,"03/09/2013 Kitchener, ON, Canada: WCC Tue. Group 2",
T,2013-09-03 21:18:12,43.451103000,-80.516414000,337.8,3.0,20.25,47.4,0.0,0.002,1.65,87,44,25,,
T,2013-09-03 21:18:13,43.451112000,-80.516402000,337.8,5.0,11.96,44.1,0.0,0.003,1.39,90,44,25,,
T,2013-09-03 21:18:14,43.451132000,-80.516386000,337.8,9.3,6.48,30.1,0.0,0.006,2.57,93,44,25,,
T,2013-09-03 21:18:15,43.451163000,-80.516371000,337.8,13.1,4.56,19.4,0.0,0.009,3.65,94,67,25,,
T,2013-09-03 21:18:16,43.451198000,-80.516371000,337.8,14.0,4.29,0.0,0.0,0.013,3.89,97,58,25,,
T,2013-09-03 21:18:18,43.451260000,-80.516409000,337.8,13.6,4.42,336.0,0.0,0.021,7.54,102,90,25,,
T,2013-09-03 21:18:19,43.451296000,-80.516436000,337.8,16.4,3.66,331.4,0.0,0.025,4.56,105,93,25,,
T,2013-09-03 21:18:21,43.451370000,-80.516485000,337.8,16.4,3.65,334.3,0.0,0.034,9.13,108,90,25,,
T,2013-09-03 21:18:22,43.451406000,-80.516513000,337.8,16.5,3.63,330.5,0.0,0.039,4.60,111,90,25,,
T,2013-09-03 21:18:28,43.451604000,-80.516648000,337.8,14.7,4.07,333.7,0.0,0.064,24.56,111,78,25,,
T,2013-09-03 21:18:36,43.451807000,-80.516791000,337.8,11.4,5.26,332.9,0.0,0.089,25.35,110,31,25,,
T,2013-09-03 21:18:38,43.451825000,-80.516804000,337.8,4.1,14.75,332.3,0.0,0.091,2.26,110,0,25,,
T,2013-09-03 21:18:42,43.451840000,-80.516815000,339.4,1.7,35.28,332.0,84.7,0.093,1.89,112,30,25,,
T,2013-09-03 21:18:43,43.451840000,-80.516815000,339.8,0.0,,332.0,,0.093,0.00,113,28,25,,
T,2013-09-03 21:18:45,43.451840000,-80.516815000,339.8,0.0,,332.0,,0.093,0.00,113,14,25,,
T,2013-09-03 21:18:56,43.451891000,-80.516840000,339.8,2.0,30.47,340.4,0.0,0.099,6.02,113,28,25,,
T,2013-09-03 21:18:57,43.451929000,-80.516858000,339.8,16.1,3.73,341.0,0.0,0.104,4.47,114,73,25,,
T,2013-09-03 21:19:00,43.452056000,-80.516930000,339.8,18.3,3.28,337.6,0.0,0.119,15.27,117,89,25,,
T,2013-09-03 21:19:02,43.452140000,-80.516986000,339.8,18.7,3.21,334.2,0.0,0.129,10.38,119,93,25,,
T,2013-09-03 21:19:05,43.452287000,-80.517078000,339.8,21.5,2.79,335.6,0.0,0.147,17.95,122,103,25,,
T,2013-09-03 21:19:07,43.452393000,-80.517135000,339.8,22.8,2.64,338.7,0.0,0.160,12.65,124,104,25,,
T,2013-09-03 21:19:11,43.452601000,-80.517268000,339.8,22.9,2.62,335.1,0.0,0.185,25.49,127,107,25,,
T,2013-09-03 21:19:16,43.452855000,-80.517432000,339.8,22.5,2.67,334.9,0.0,0.216,31.19,130,104,25,,
T,2013-09-03 21:19:20,43.453054000,-80.517566000,339.8,22.2,2.71,333.9,0.0,0.241,24.63,133,104,25,,
T,2013-09-03 21:19:23,43.453201000,-80.517675000,339.8,22.3,2.69,331.7,0.0,0.260,18.56,134,105,25,,
T,2013-09-03 21:19:31,43.453628000,-80.518007000,339.8,24.5,2.45,330.6,0.0,0.314,54.52,134,100,25,,
T,2013-09-03 21:19:39,43.454095000,-80.518322000,339.8,26.0,2.31,333.9,0.0,0.372,57.81,133,101,25,,
