type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-08-18 16:21:02,43.450387000,-80.516820000,255.0,,,,,0.000,,86,50,25,"18/08/2013 Kitchener, ON, Canada: Flat =(",
T,2013-08-18 16:21:05,43.450473000,-80.516817000,255.0,11.5,5.23,1.5,0.0,0.010,9.56,87,0,25,,
T,2013-08-18 16:21:06,43.450511000,-80.516820000,255.0,15.2,3.94,356.7,0.0,0.014,4.23,86,0,25,,
T,2013-08-18 16:21:09,43.450611000,-80.516837000,255.0,13.4,4.47,353.0,0.0,0.025,11.20,81,0,25,,
T,2013-08-18 16:21:10,43.450651000,-80.516816000,255.0,17.1,3.50,20.9,0.0,0.030,4.76,79,0,25,,
T,2013-08-18 16:21:12,43.450704000,-80.516773000,255.0,12.3,4.87,30.5,0.0,0.037,6.84,77,0,25,,
T,2013-08-18 16:21:14,43.450740000,-80.516721000,255.0,10.5,5.74,46.4,0.0,0.042,5.81,74,0,25,,
T,2013-08-18 16:21:17,43.450794000,-80.516667000,255.0,8.9,6.74,36.0,0.0,0.050,7.42,74,0,25,,
T,2013-08-18 16:21:20,43.450824000,-80.516637000,255.0,4.9,12.12,36.0,0.0,0.054,4.12,77,0,25,,
T,2013-08-18 16:21:21,43.450830000,-80.516635000,255.0,2.5,24.30,13.6,0.0,0.055,0.69,79,0,25,,
T,2013-08-18 16:21:22,43.450828000,-80.516634000,255.0,0.9,70.48,160.1,0.0,0.055,0.24,80,0,25,,
T,2013-08-18 16:21:45,43.450714000,-80.516675000,253.0,2.0,29.28,194.6,-15.3,0.068,13.09,65,0,25,,
T,2013-08-18 16:21:46,43.450744000,-80.516654000,253.0,13.5,4.45,26.9,0.0,0.072,3.74,65,0,25,,
T,2013-08-18 16:21:47,43.450776000,-80.516626000,253.0,15.2,3.95,32.4,0.0,0.076,4.22,65,60,25,,
T,2013-08-18 16:21:48,43.450806000,-80.516590000,253.0,15.9,3.76,41.1,0.0,0.080,4.43,68,64,25,,
T,2013-08-18 16:21:49,43.450834000,-80.516553000,253.0,15.5,3.86,43.8,0.0,0.085,4.32,73,68,25,,
T,2013-08-18 16:21:50,43.450873000,-80.516529000,253.0,17.1,3.51,24.1,0.0,0.089,4.75,74,68,25,,
T,2013-08-18 16:21:51,43.450891000,-80.516520000,253.0,7.7,7.83,19.9,0.0,0.092,2.13,74,34,25,,
T,2013-08-18 16:21:53,43.450929000,-80.516532000,253.0,7.8,7.69,347.1,0.0,0.096,4.33,74,0,25,,
T,2013-08-18 16:21:59,43.451054000,-80.516565000,253.0,8.5,7.07,349.2,0.0,0.110,14.14,74,55,25,,
T,2013-08-18 16:22:01,43.451131000,-80.516536000,253.0,16.0,3.76,15.3,0.0,0.119,8.87,78,60,25,,
T,2013-08-18 16:22:03,43.451212000,-80.516567000,253.0,16.8,3.57,344.5,0.0,0.128,9.34,85,84,25,,
T,2013-08-18 16:22:04,43.451248000,-80.516583000,253.0,15.1,3.96,342.1,0.0,0.132,4.20,90,85,25,,
T,2013-08-18 16:22:05,43.451287000,-80.516612000,253.0,17.7,3.38,331.6,0.0,0.137,4.93,94,85,25,,
T,2013-08-18 16:22:06,43.451328000,-80.516652000,253.0,20.1,2.98,324.7,0.0,0.143,5.59,98,88,25,,
T,2013-08-18 16:22:07,43.451371000,-80.516679000,253.0,18.9,3.17,335.5,0.0,0.148,5.25,101,90,25,,
T,2013-08-18 16:22:08,43.451413000,-80.516706000,253.0,18.5,3.23,335.0,0.0,0.153,5.15,101,88,25,,
T,2013-08-18 16:22:09,43.451459000,-80.516731000,253.0,19.8,3.03,338.5,0.0,0.159,5.50,104,88,25,,
T,2013-08-18 16:22:11,43.451541000,-80.516775000,253.0,17.6,3.41,338.7,0.0,0.169,9.78,107,61,25,,
T,2013-08-18 16:22:12,43.451579000,-80.516794000,253.0,16.2,3.71,340.1,0.0,0.173,4.49,107,53,25,,
T,2013-08-18 16:22:15,43.451676000,-80.516852000,253.0,14.1,4.25,336.5,0.0,0.185,11.75,103,0,25,,
T,2013-08-18 16:22:17,43.451719000,-80.516878000,253.0,9.4,6.39,336.3,0.0,0.190,5.22,100,0,25,,
T,2013-08-18 16:22:20,43.451746000,-80.516894000,253.0,3.9,15.30,336.7,0.0,0.193,3.27,96,0,25,,
T,2013-08-18 16:23:02,43.451752000,-80.516896000,255.0,0.1,1020.43,346.4,291.6,0.194,0.69,74,26,25,,
T,2013-08-18 16:23:03,43.451752000,-80.516898000,255.0,0.6,102.96,270.0,0.0,0.194,0.16,75,26,25,,
T,2013-08-18 16:23:05,43.451793000,-80.516921000,255.0,8.9,6.77,337.8,0.0,0.199,4.92,78,74,25,,
T,2013-08-18 16:23:07,43.451893000,-80.516964000,255.0,21.0,2.86,342.7,0.0,0.211,11.64,82,65,25,,
T,2013-08-18 16:23:08,43.451942000,-80.516985000,255.0,20.5,2.92,342.7,0.0,0.216,5.70,86,89,25,,
T,2013-08-18 16:23:09,43.451990000,-80.517008000,255.0,20.3,2.95,340.8,0.0,0.222,5.65,89,91,25,,
T,2013-08-18 16:23:11,43.452082000,-80.517067000,255.0,20.3,2.95,335.0,0.0,0.233,11.28,93,97,25,,
T,2013-08-18 16:23:12,43.452128000,-80.517099000,255.0,20.6,2.91,333.2,0.0,0.239,5.73,96,98,25,,
T,2013-08-18 16:23:15,43.452274000,-80.517188000,255.0,21.3,2.82,336.1,0.0,0.257,17.75,99,93,25,,
T,2013-08-18 16:23:19,43.452479000,-80.517313000,255.0,22.4,2.68,336.1,0.0,0.282,24.92,102,98,25,,
T,2013-08-18 16:23:20,43.452529000,-80.517348000,255.0,22.4,2.67,333.1,0.0,0.288,6.24,102,99,25,,
T,2013-08-18 16:23:24,43.452735000,-80.517488000,255.0,23.0,2.61,333.7,0.0,0.314,25.54,106,103,25,,
T,2013-08-18 16:23:28,43.452960000,-80.517629000,255.0,24.7,2.43,335.5,0.0,0.341,27.48,109,99,25,,
T,2013-08-18 16:23:30,43.453076000,-80.517706000,255.0,25.8,2.33,334.3,0.0,0.355,14.32,112,96,25,,
T,2013-08-18 16:23:33,43.453257000,-80.517826000,255.0,26.8,2.24,334.3,0.0,0.378,22.33,115,99,26,,
T,2013-08-18 16:23:41,43.453776000,-80.518173000,255.0,28.9,2.08,334.1,0.0,0.442,64.14,115,103,26,,
T,2013-08-18 16:23:49,43.454329000,-80.518549000,255.0,30.9,1.94,333.7,0.0,0.510,68.56,115,90,26,,
T,2013-08-18 16:23:51,43.454474000,-80.518649000,255.0,32.5,1.85,333.4,0.0,0.528,18.03,115,84,26,,
T,2013-08-18 16:23:56,43.454856000,-80.518890000,255.0,33.6,1.78,335.4,0.0,0.575,46.71,112,75,26,,
T,2013-08-18 16:23:59,43.455087000,-80.518994000,255.0,32.4,1.85,341.9,0.0,0.602,27.01,109,0,26,,
T,2013-08-18 16:24:00,43.455143000,-80.518884000,255.0,39.1,1.53,55.0,0.0,0.613,10.86,109,0,26,,
T,2013-08-18 16:24:02,43.455223000,-80.518694000,254.6,32.0,1.88,59.9,-2.3,0.631,17.76,109,99,26,,
T,2013-08-18 16:24:03,43.455257000,-80.518597000,254.0,31.4,1.91,64.2,-6.9,0.639,8.71,109,106,26,,
T,2013-08-18 16:24:04,43.455291000,-80.518502000,253.6,30.8,1.95,63.8,-4.7,0.648,8.57,109,106,26,,
T,2013-08-18 16:24:05,43.455325000,-80.518406000,253.2,31.1,1.93,64.0,-4.6,0.657,8.64,110,105,26,,
T,2013-08-18 16:24:06,43.455356000,-80.518309000,252.8,30.9,1.94,66.2,-4.7,0.665,8.57,110,105,26,,
T,2013-08-18 16:24:10,43.455494000,-80.517940000,252.8,30.2,1.99,62.7,0.0,0.699,33.57,113,100,26,,
T,2013-08-18 16:24:14,43.455615000,-80.517601000,252.8,27.5,2.18,63.8,0.0,0.729,30.55,114,100,26,,
T,2013-08-18 16:24:18,43.455734000,-80.517297000,253.2,25.1,2.39,61.7,1.4,0.757,27.93,117,108,26,,
T,2013-08-18 16:24:19,43.455770000,-80.517228000,253.8,24.7,2.43,54.3,8.7,0.764,6.87,118,105,26,,
T,2013-08-18 16:24:20,43.455808000,-80.517160000,254.2,25.0,2.40,52.4,5.8,0.771,6.94,118,104,26,,
T,2013-08-18 16:24:21,43.455841000,-80.517101000,254.6,21.7,2.77,52.4,6.6,0.777,6.02,118,102,26,,
T,2013-08-18 16:24:22,43.455883000,-80.517049000,255.0,22.6,2.65,41.9,6.4,0.783,6.28,119,100,26,,
T,2013-08-18 16:24:23,43.455929000,-80.517004000,255.0,22.6,2.66,35.4,0.0,0.790,6.28,119,100,26,,
T,2013-08-18 16:24:25,43.456027000,-80.516922000,255.0,23.0,2.61,31.3,0.0,0.802,12.75,120,103,26,,
T,2013-08-18 16:24:31,43.456338000,-80.516759000,255.0,22.2,2.70,20.8,0.0,0.839,36.99,119,0,26,,
T,2013-08-18 16:24:33,43.456435000,-80.516705000,255.0,20.9,2.87,22.0,0.0,0.851,11.63,116,44,26,,
T,2013-08-18 16:24:35,43.456524000,-80.516644000,255.0,19.9,3.02,26.5,0.0,0.862,11.05,113,65,26,,
T,2013-08-18 16:24:38,43.456681000,-80.516541000,255.0,23.2,2.59,25.5,0.0,0.881,19.33,111,99,26,,
T,2013-08-18 16:24:44,43.457055000,-80.516289000,255.0,27.8,2.16,26.1,0.0,0.928,46.29,114,99,26,,
T,2013-08-18 16:24:52,43.457565000,-80.515941000,255.0,28.5,2.11,26.4,0.0,0.991,63.28,117,0,26,,
T,2013-08-18 16:24:54,43.457686000,-80.515869000,255.0,26.4,2.28,23.4,0.0,1.006,14.65,115,82,26,,
T,2013-08-18 16:25:01,43.458048000,-80.515650000,255.4,22.6,2.65,23.7,0.9,1.050,43.95,114,0,26,,
T,2013-08-18 16:25:02,43.458080000,-80.515630000,255.8,14.1,4.27,24.4,10.2,1.054,3.91,115,0,26,,
T,2013-08-18 16:25:03,43.458110000,-80.515615000,256.2,12.8,4.70,19.9,11.3,1.057,3.55,115,0,26,,
T,2013-08-18 16:25:04,43.458133000,-80.515601000,256.6,10.1,5.96,23.8,14.3,1.060,2.80,115,0,26,,
T,2013-08-18 16:25:05,43.458154000,-80.515591000,257.0,8.9,6.75,19.1,16.2,1.062,2.47,115,0,26,,
T,2013-08-18 16:25:06,43.458166000,-80.515586000,257.0,5.0,11.96,16.8,0.0,1.064,1.39,114,0,26,,
T,2013-08-18 16:25:07,43.458172000,-80.515583000,257.0,2.6,23.49,19.9,0.0,1.064,0.71,113,0,26,,
T,2013-08-18 16:25:12,43.458195000,-80.515571000,257.0,2.0,30.48,20.7,0.0,1.067,2.73,101,0,26,,
T,2013-08-18 16:25:15,43.458194000,-80.515570000,257.0,0.2,363.76,144.0,0.0,1.067,0.14,100,0,26,,
T,2013-08-18 16:25:22,43.458241000,-80.515543000,257.0,2.9,20.61,22.6,0.0,1.073,5.66,91,0,27,,
