type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-08-04 14:09:53,43.489458000,-79.989013000,262.8,,,,,0.000,,105,54,23,"04/08/2013 Milton, ON, Canada: Rattlesnake Blow-up 2x",
T,2013-08-04 14:09:54,43.489436000,-79.989012000,262.8,8.8,6.81,178.1,0.0,0.002,2.45,105,53,23,,
T,2013-08-04 14:09:56,43.489385000,-79.989025000,262.8,10.4,5.78,190.5,0.0,0.008,5.76,107,53,23,,
T,2013-08-04 14:09:59,43.489330000,-79.989015000,262.8,7.4,8.11,172.5,0.0,0.014,6.16,107,0,23,,
T,2013-08-04 14:10:01,43.489308000,-79.988981000,262.8,6.6,9.06,131.7,0.0,0.018,3.68,106,0,23,,
T,2013-08-04 14:10:07,43.489246000,-79.988880000,262.8,6.4,9.36,130.2,0.0,0.029,10.69,103,0,23,,
T,2013-08-04 14:10:09,43.489246000,-79.988847000,262.8,4.8,12.49,90.0,0.0,0.031,2.67,103,0,23,,
T,2013-08-04 14:10:12,43.489306000,-79.988868000,262.8,8.3,7.27,345.8,0.0,0.038,6.88,106,57,23,,
T,2013-08-04 14:10:15,43.489363000,-79.988951000,262.8,11.1,5.42,313.4,0.0,0.048,9.23,108,61,23,,
T,2013-08-04 14:10:18,43.489426000,-79.989054000,262.8,13.1,4.59,310.1,0.0,0.058,10.88,111,57,23,,
T,2013-08-04 14:10:19,43.489452000,-79.989076000,262.8,12.2,4.91,328.5,0.0,0.062,3.39,112,53,23,,
T,2013-08-04 14:10:23,43.489524000,-79.989136000,262.8,8.4,7.13,328.8,0.0,0.071,9.36,111,0,23,,
T,2013-08-04 14:10:25,43.489511000,-79.989149000,262.8,3.2,18.66,216.0,0.0,0.073,1.79,108,0,23,,
T,2013-08-04 14:10:28,43.489502000,-79.989155000,262.8,1.3,44.98,205.8,0.0,0.074,1.11,110,0,24,,
T,2013-08-04 14:10:35,43.489447000,-79.989171000,262.8,3.2,18.68,191.9,0.0,0.080,6.25,112,59,24,,
T,2013-08-04 14:10:37,43.489408000,-79.989149000,262.8,8.4,7.12,157.7,0.0,0.085,4.68,113,79,24,,
T,2013-08-04 14:10:40,43.489289000,-79.988986000,262.8,22.4,2.68,135.2,0.0,0.104,18.67,115,87,24,,
T,2013-08-04 14:10:45,43.489094000,-79.988659000,262.8,24.6,2.44,129.4,0.0,0.138,34.19,115,89,24,,
T,2013-08-04 14:10:48,43.488953000,-79.988555000,262.8,21.3,2.81,151.8,0.0,0.156,17.78,112,65,24,,
T,2013-08-04 14:10:49,43.488922000,-79.988520000,262.8,16.1,3.74,140.7,0.0,0.160,4.46,112,0,24,,
T,2013-08-04 14:10:51,43.488885000,-79.988458000,262.8,11.7,5.14,129.4,0.0,0.167,6.48,109,0,24,,
