type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2010-09-10 18:57:11,43.445572000,-80.573751000,303.7,,,,,0.000,,,,,"09/10/10 Waterloo, ON, Canada",
T,2010-09-10 18:58:35,43.445517000,-80.573859000,303.7,0.5,131.25,235.0,0.0,0.011,10.67,,,,,
T,2010-09-10 18:58:38,43.445426000,-80.573953000,303.6,15.2,3.95,216.9,-0.8,0.023,12.65,,,,,
T,2010-09-10 18:58:41,43.445348000,-80.574125000,303.6,19.7,3.05,238.0,0.0,0.040,16.40,,,,,
T,2010-09-10 18:58:43,43.445302000,-80.574269000,310.1,22.9,2.62,246.3,51.1,0.052,12.73,,,,,
T,2010-09-10 18:58:46,43.445220000,-80.574498000,327.1,24.8,2.42,243.7,82.3,0.073,20.66,,,,,
T,2010-09-10 18:58:48,43.445158000,-80.574651000,344.7,25.5,2.35,240.8,124.2,0.087,14.17,,,,,
T,2010-09-10 18:58:50,43.445100000,-80.574809000,353.7,25.8,2.33,243.2,62.8,0.102,14.32,,,,,
T,2010-09-10 18:58:53,43.445023000,-80.575050000,355.6,25.6,2.35,246.2,8.9,0.123,21.30,,,,,
T,2010-09-10 18:58:55,43.444973000,-80.575212000,354.7,25.6,2.34,247.0,-6.3,0.137,14.24,,,,,
T,2010-09-10 18:58:58,43.444893000,-80.575458000,353.7,26.2,2.29,245.9,-4.6,0.159,21.81,,,,,
T,2010-09-10 18:59:00,43.444837000,-80.575619000,353.5,26.0,2.31,244.4,-1.4,0.173,14.44,,,,,
T,2010-09-10 18:59:03,43.444759000,-80.575866000,353.9,26.2,2.29,246.5,1.8,0.195,21.79,,,,,
T,2010-09-10 18:59:05,43.444707000,-80.576027000,354.4,25.7,2.34,246.0,3.5,0.209,14.26,,,,,
T,2010-09-10 18:59:08,43.444623000,-80.576270000,354.6,26.1,2.30,244.5,0.9,0.231,21.77,,,,,
T,2010-09-10 18:59:11,43.444537000,-80.576514000,354.7,26.3,2.28,244.1,0.5,0.253,21.94,,,,,
T,2010-09-10 18:59:14,43.444449000,-80.576763000,354.6,26.9,2.23,244.0,-0.4,0.276,22.40,,,,,
T,2010-09-10 18:59:17,43.444360000,-80.577016000,354.6,27.3,2.20,244.1,0.0,0.298,22.74,,,,,
T,2010-09-10 18:59:20,43.444274000,-80.577271000,354.6,27.3,2.20,245.1,0.0,0.321,22.75,,,,,
T,2010-09-10 18:59:22,43.444217000,-80.577440000,354.7,27.1,2.21,245.1,0.7,0.336,15.08,,,,,
T,2010-09-10 18:59:25,43.444131000,-80.577698000,355.1,27.6,2.18,245.3,1.7,0.359,22.97,,,,,
T,2010-09-10 18:59:27,43.444073000,-80.577873000,355.5,28.0,2.14,245.5,2.6,0.375,15.56,,,,,
T,2010-09-10 18:59:30,43.443983000,-80.578130000,355.6,27.7,2.17,244.3,0.4,0.398,23.08,,,,,
T,2010-09-10 18:59:32,43.443924000,-80.578300000,355.8,27.4,2.19,244.5,1.3,0.413,15.24,,,,,
T,2010-09-10 18:59:35,43.443836000,-80.578553000,356.1,27.2,2.20,244.4,1.3,0.436,22.69,,,,,
T,2010-09-10 18:59:38,43.443746000,-80.578804000,356.5,27.2,2.21,243.7,1.8,0.458,22.65,,,,,
T,2010-09-10 18:59:40,43.443691000,-80.578972000,356.6,26.8,2.24,245.7,0.7,0.473,14.91,,,,,
T,2010-09-10 18:59:42,43.443634000,-80.579139000,356.8,26.9,2.23,244.8,1.3,0.488,14.93,,,,,
T,2010-09-10 18:59:45,43.443547000,-80.579386000,357.1,26.7,2.25,244.1,1.4,0.510,22.21,,,,,
T,2010-09-10 18:59:48,43.443464000,-80.579635000,357.5,26.6,2.26,245.3,1.8,0.533,22.17,,,,,
T,2010-09-10 18:59:50,43.443408000,-80.579800000,357.6,26.5,2.26,244.9,0.7,0.547,14.74,,,,,
T,2010-09-10 18:59:53,43.443324000,-80.580046000,357.7,26.4,2.27,244.8,0.5,0.569,21.99,,,,,
T,2010-09-10 18:59:56,43.443238000,-80.580291000,357.6,26.4,2.27,244.2,-0.5,0.591,22.01,,,,,
T,2010-09-10 18:59:58,43.443179000,-80.580453000,357.6,26.4,2.27,243.4,0.0,0.606,14.66,,,,,
T,2010-09-10 19:00:00,43.443120000,-80.580615000,357.6,26.4,2.27,243.4,0.0,0.621,14.66,,,,,
