type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2014-04-12 17:57:40,43.449966000,-80.516747000,292.8,,,,,0.000,,135,64,26,"4/12/14 Kitchener, ON, Canada",
T,2014-04-12 17:57:41,43.450002000,-80.516711000,292.8,17.8,3.37,36.0,0.0,0.005,4.95,135,64,26,,
T,2014-04-12 17:57:42,43.450046000,-80.516687000,292.8,18.9,3.17,21.6,0.0,0.010,5.26,134,32,26,,
T,2014-04-12 17:57:45,43.450157000,-80.516593000,292.0,17.4,3.45,31.6,-5.5,0.025,14.49,133,0,26,,
T,2014-04-12 17:57:49,43.450324000,-80.516504000,292.0,17.9,3.35,21.2,0.0,0.045,19.90,132,0,26,,
T,2014-04-12 17:57:52,43.450390000,-80.516444000,292.0,10.6,5.68,33.4,0.0,0.053,8.80,135,37,26,,
T,2014-04-12 17:57:53,43.450420000,-80.516426000,292.0,13.1,4.58,23.5,0.0,0.057,3.64,136,56,26,,
T,2014-04-12 17:57:55,43.450456000,-80.516402000,292.0,8.0,7.50,25.8,0.0,0.061,4.45,139,75,26,,
T,2014-04-12 17:57:57,43.450377000,-80.516342000,292.0,18.1,3.32,151.1,0.0,0.072,10.03,143,77,26,,
T,2014-04-12 17:57:59,43.450280000,-80.516252000,292.0,23.4,2.56,146.0,0.0,0.085,13.01,146,80,26,,
T,2014-04-12 17:58:01,43.450166000,-80.516175000,292.0,25.4,2.36,153.9,0.0,0.099,14.12,148,85,26,,
T,2014-04-12 17:58:07,43.449772000,-80.515981000,292.0,27.9,2.15,160.3,0.0,0.145,46.51,149,95,26,,
T,2014-04-12 17:58:16,43.449772000,-80.515981000,292.0,0.0,,160.3,,0.145,0.00,149,100,26,,
T,2014-04-12 17:58:17,43.449760000,-80.515580000,292.0,116.9,0.51,92.4,0.0,0.178,32.49,149,101,26,,
T,2014-04-12 17:58:21,43.449367000,-80.515510000,292.0,39.6,1.51,172.6,0.0,0.222,44.03,151,102,26,,
T,2014-04-12 17:58:23,43.449208000,-80.515425000,292.0,34.1,1.76,158.8,0.0,0.241,18.96,152,103,26,,
T,2014-04-12 17:58:25,43.449054000,-80.515330000,292.0,33.8,1.78,155.9,0.0,0.259,18.76,153,104,26,,
T,2014-04-12 17:58:29,43.448800000,-80.515143000,292.0,28.8,2.08,151.9,0.0,0.291,32.02,156,106,26,,
T,2014-04-12 17:58:33,43.448556000,-80.514950000,292.0,28.2,2.13,150.1,0.0,0.323,31.29,159,94,26,,
T,2014-04-12 17:58:39,43.448192000,-80.514698000,292.0,27.2,2.21,153.3,0.0,0.368,45.29,161,105,26,,
T,2014-04-12 17:58:43,43.447942000,-80.514514000,291.6,28.4,2.12,151.9,-1.3,0.399,31.52,162,105,25,,
T,2014-04-12 17:58:44,43.447881000,-80.514469000,291.2,27.7,2.17,151.8,-5.2,0.407,7.69,162,105,25,,
T,2014-04-12 17:58:45,43.447819000,-80.514424000,290.8,28.1,2.14,152.2,-5.1,0.415,7.79,163,106,25,,
T,2014-04-12 17:58:46,43.447757000,-80.514379000,290.4,28.1,2.14,152.2,-5.1,0.423,7.79,163,106,25,,
T,2014-04-12 17:58:47,43.447701000,-80.514332000,290.0,26.3,2.29,148.6,-5.5,0.430,7.29,163,106,25,,
