type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-07-14 14:45:29,43.452724000,-80.517413000,336.6,,,,,0.000,,123,97,27,"14/07/2013 Kitchener, ON, Canada: w/ Kevin",
T,2013-07-14 14:45:32,43.452874000,-80.517513000,336.6,22.2,2.70,334.2,0.0,0.019,18.53,126,82,27,,
T,2013-07-14 14:45:36,43.453073000,-80.517643000,336.8,22.0,2.72,334.6,0.8,0.043,24.49,128,100,27,,
T,2013-07-14 14:45:41,43.453335000,-80.517821000,336.8,23.4,2.57,333.7,0.0,0.075,32.48,126,90,27,,
T,2013-07-14 14:45:50,43.453815000,-80.518170000,336.8,24.1,2.49,332.2,0.0,0.136,60.35,124,100,28,,
T,2013-07-14 14:45:51,43.453873000,-80.518205000,336.8,25.3,2.37,336.3,0.0,0.143,7.04,124,98,28,,
T,2013-07-14 14:45:54,43.454047000,-80.518315000,336.8,25.5,2.35,335.3,0.0,0.164,21.28,121,71,28,,
T,2013-07-14 14:45:57,43.454220000,-80.518422000,336.8,25.3,2.37,335.8,0.0,0.185,21.08,116,0,28,,
T,2013-07-14 14:45:59,43.454326000,-80.518505000,336.8,24.4,2.46,330.4,0.0,0.199,13.56,112,0,28,,
T,2013-07-14 14:46:01,43.454429000,-80.518588000,336.8,23.9,2.51,329.7,0.0,0.212,13.27,109,0,28,,
T,2013-07-14 14:46:03,43.454534000,-80.518665000,336.8,23.8,2.52,332.0,0.0,0.225,13.23,108,0,28,,
T,2013-07-14 14:46:05,43.454636000,-80.518727000,336.4,22.3,2.69,336.2,-3.2,0.238,12.39,106,0,28,,
T,2013-07-14 14:46:06,43.454683000,-80.518755000,335.8,20.5,2.93,336.6,-10.5,0.243,5.69,105,0,28,,
T,2013-07-14 14:46:08,43.454769000,-80.518809000,335.4,18.9,3.17,335.5,-3.8,0.254,10.51,98,0,28,,
T,2013-07-14 14:46:09,43.454804000,-80.518841000,335.0,16.8,3.57,326.4,-8.6,0.259,4.67,96,0,28,,
T,2013-07-14 14:46:10,43.454834000,-80.518877000,334.4,15.9,3.76,318.9,-13.6,0.263,4.43,94,0,28,,
T,2013-07-14 14:46:13,43.454890000,-80.518927000,334.4,8.9,6.74,327.1,0.0,0.270,7.42,93,0,28,,
T,2013-07-14 14:46:14,43.454899000,-80.518932000,334.4,3.9,15.45,338.0,0.0,0.271,1.08,92,0,28,,
T,2013-07-14 14:46:15,43.454906000,-80.518941000,334.4,3.8,15.64,317.0,0.0,0.273,1.07,92,0,28,,
T,2013-07-14 14:46:16,43.454910000,-80.518950000,334.4,3.1,19.53,301.5,0.0,0.273,0.85,90,0,28,,
T,2013-07-14 14:46:17,43.454913000,-80.518952000,334.4,1.3,44.98,334.2,0.0,0.274,0.37,89,0,28,,
