type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-06-15 12:26:15,42.972746000,-82.364811000,195.2,,,,,0.000,,132,63,19,"15/06/2013 Sarnia, ON, Canada: PTTP",
T,2013-06-15 12:26:17,42.972690000,-82.364960000,195.2,24.6,2.44,242.8,0.0,0.014,13.65,136,64,19,,
T,2013-06-15 12:26:18,42.972657000,-82.365032000,195.2,24.9,2.41,237.9,0.0,0.021,6.92,137,73,19,,
T,2013-06-15 12:26:19,42.972625000,-82.365106000,195.2,25.2,2.38,239.4,0.0,0.028,7.01,138,80,19,,
T,2013-06-15 12:26:27,42.972398000,-82.365684000,195.2,24.1,2.49,241.8,0.0,0.081,53.47,139,20,19,,
T,2013-06-15 12:26:33,42.972357000,-82.366153000,195.2,23.1,2.60,263.2,0.0,0.120,38.53,137,81,19,,
T,2013-06-15 12:26:40,42.972375000,-82.366698000,195.2,22.9,2.62,272.6,0.0,0.164,44.50,138,20,19,,
T,2013-06-15 12:26:41,42.972386000,-82.366764000,195.2,19.9,3.02,282.8,0.0,0.170,5.52,136,0,19,,
T,2013-06-15 12:26:43,42.972455000,-82.366853000,195.2,19.0,3.16,316.7,0.0,0.180,10.56,132,72,19,,
T,2013-06-15 12:26:45,42.972570000,-82.366844000,195.2,23.0,2.60,3.3,0.0,0.193,12.80,132,77,19,,
T,2013-06-15 12:26:46,42.972629000,-82.366837000,195.2,23.7,2.53,5.0,0.0,0.200,6.58,132,79,19,,
T,2013-06-15 12:26:50,42.972888000,-82.366796000,195.2,26.1,2.30,6.6,0.0,0.229,28.97,135,85,19,,
T,2013-06-15 12:26:52,42.973023000,-82.366789000,195.2,27.0,2.22,2.2,0.0,0.244,15.01,138,90,19,,
T,2013-06-15 12:26:55,42.973233000,-82.366765000,195.2,28.1,2.14,4.8,0.0,0.267,23.41,141,93,19,,
T,2013-06-15 12:26:58,42.973442000,-82.366755000,195.2,27.9,2.15,2.0,0.0,0.290,23.23,144,95,19,,
T,2013-06-15 12:27:00,42.973583000,-82.366748000,195.2,28.2,2.13,2.1,0.0,0.306,15.67,145,95,19,,
T,2013-06-15 12:27:06,42.974016000,-82.366723000,195.2,28.9,2.08,2.4,0.0,0.354,48.15,148,99,19,,
T,2013-06-15 12:27:08,42.974167000,-82.366717000,195.2,30.2,1.99,1.7,0.0,0.371,16.78,149,100,19,,
