type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-08-16 20:22:54,43.449939000,-80.516758000,274.2,,,,,0.000,,83,39,24,"16/08/2013 Kitchener, ON, Canada",
T,2013-08-16 20:22:56,43.449964000,-80.516738000,274.2,5.8,10.37,30.1,0.0,0.003,3.21,87,39,24,,
T,2013-08-16 20:22:59,43.450004000,-80.516749000,274.2,5.4,11.03,348.7,0.0,0.008,4.53,90,75,24,,
T,2013-08-16 20:23:00,43.450047000,-80.516770000,274.2,18.3,3.29,340.5,0.0,0.013,5.07,92,83,24,,
T,2013-08-16 20:23:01,43.450129000,-80.516781000,274.2,33.0,1.82,354.4,0.0,0.022,9.15,93,81,24,,
T,2013-08-16 20:23:04,43.450316000,-80.516903000,274.2,27.6,2.17,334.7,0.0,0.045,23.00,94,86,24,,
T,2013-08-16 20:23:08,43.450661000,-80.516759000,274.2,36.1,1.66,16.9,0.0,0.085,40.06,92,39,24,,
T,2013-08-16 20:23:11,43.450814000,-80.516624000,273.8,24.2,2.47,32.6,-2.0,0.105,20.21,90,0,24,,
T,2013-08-16 20:23:12,43.450843000,-80.516589000,273.2,15.4,3.88,41.2,-14.0,0.110,4.29,88,0,24,,
T,2013-08-16 20:23:13,43.450861000,-80.516572000,272.8,8.7,6.87,34.4,-16.5,0.112,2.43,87,0,24,,
T,2013-08-16 20:23:14,43.450888000,-80.516595000,272.4,12.7,4.72,328.3,-11.3,0.115,3.53,86,0,24,,
T,2013-08-16 20:23:15,43.450909000,-80.516609000,272.0,9.3,6.43,334.2,-15.4,0.118,2.59,85,0,24,,
T,2013-08-16 20:23:20,43.450937000,-80.516650000,272.0,3.3,18.32,313.2,0.0,0.123,4.55,87,36,24,,
T,2013-08-16 20:23:26,43.450967000,-80.516637000,272.0,2.1,28.61,17.5,0.0,0.126,3.50,83,34,24,,
T,2013-08-16 20:23:27,43.450986000,-80.516626000,272.0,8.2,7.27,22.8,0.0,0.128,2.29,82,34,24,,
T,2013-08-16 20:23:32,43.451079000,-80.516582000,272.0,7.9,7.62,19.0,0.0,0.139,10.93,85,41,24,,
T,2013-08-16 20:23:33,43.451112000,-80.516595000,272.0,13.7,4.37,344.0,0.0,0.143,3.81,88,52,24,,
T,2013-08-16 20:23:35,43.451165000,-80.516618000,272.0,11.1,5.40,342.5,0.0,0.149,6.18,91,67,24,,
T,2013-08-16 20:23:37,43.451231000,-80.516660000,272.0,14.5,4.12,335.2,0.0,0.157,8.08,94,69,24,,
T,2013-08-16 20:23:39,43.451304000,-80.516702000,272.0,15.8,3.79,337.3,0.0,0.166,8.79,97,81,24,,
T,2013-08-16 20:23:40,43.451345000,-80.516723000,272.0,17.5,3.43,339.6,0.0,0.171,4.86,100,85,24,,
T,2013-08-16 20:23:43,43.451466000,-80.516799000,272.0,17.7,3.38,335.5,0.0,0.186,14.78,104,87,24,,
T,2013-08-16 20:23:45,43.451556000,-80.516850000,272.0,19.5,3.08,337.6,0.0,0.197,10.82,107,91,24,,
T,2013-08-16 20:23:46,43.451607000,-80.516881000,272.4,22.3,2.69,336.2,6.5,0.203,6.20,108,91,24,,
T,2013-08-16 20:23:47,43.451654000,-80.516912000,272.8,20.9,2.88,334.4,6.9,0.209,5.79,109,94,24,,
T,2013-08-16 20:23:48,43.451703000,-80.516940000,273.2,21.2,2.83,337.5,6.8,0.215,5.90,110,96,24,,
T,2013-08-16 20:23:49,43.451755000,-80.516968000,273.6,22.3,2.69,338.6,6.4,0.221,6.21,112,98,24,,
T,2013-08-16 20:23:50,43.451817000,-80.516996000,274.0,26.1,2.30,341.8,5.5,0.228,7.25,113,100,24,,
T,2013-08-16 20:23:54,43.452037000,-80.517108000,274.0,23.5,2.56,339.7,0.0,0.254,26.07,116,96,24,,
T,2013-08-16 20:24:03,43.452495000,-80.517387000,274.0,22.3,2.69,336.1,0.0,0.310,55.67,118,105,25,,
T,2013-08-16 20:24:13,43.453071000,-80.517691000,274.0,24.7,2.43,339.0,0.0,0.378,68.56,119,89,25,,
T,2013-08-16 20:24:17,43.453281000,-80.517810000,274.0,22.7,2.64,337.6,0.0,0.404,25.24,116,0,25,,
T,2013-08-16 20:24:18,43.453335000,-80.517843000,274.0,23.6,2.54,336.1,0.0,0.410,6.57,115,0,25,,
T,2013-08-16 20:24:19,43.453370000,-80.517858000,274.0,14.7,4.09,342.7,0.0,0.414,4.07,112,0,25,,
T,2013-08-16 20:24:20,43.453392000,-80.517867000,274.0,9.2,6.53,343.5,0.0,0.417,2.55,110,0,25,,
T,2013-08-16 20:24:22,43.453443000,-80.517894000,274.0,10.9,5.49,339.0,0.0,0.423,6.07,106,11,25,,
T,2013-08-16 20:24:26,43.453505000,-80.517945000,274.0,7.2,8.30,329.2,0.0,0.431,8.03,105,43,25,,
T,2013-08-16 20:24:29,43.453563000,-80.517999000,274.0,9.3,6.42,325.9,0.0,0.439,7.79,105,0,25,,
T,2013-08-16 20:24:33,43.453622000,-80.518089000,274.0,8.8,6.80,312.1,0.0,0.448,9.80,102,0,25,,
T,2013-08-16 20:24:34,43.453630000,-80.518115000,274.0,8.2,7.30,293.0,0.0,0.451,2.28,100,0,25,,
T,2013-08-16 20:24:35,43.453623000,-80.518127000,274.0,4.5,13.39,231.2,0.0,0.452,1.24,100,0,25,,
T,2013-08-16 20:26:09,43.453694000,-80.518137000,274.0,0.3,197.57,354.2,0.0,0.460,7.93,75,21,28,,
T,2013-08-16 20:26:10,43.453731000,-80.518154000,274.0,15.6,3.84,341.6,0.0,0.464,4.33,76,28,28,,
T,2013-08-16 20:26:12,43.453791000,-80.518185000,274.0,12.8,4.68,339.4,0.0,0.471,7.12,79,43,28,,
T,2013-08-16 20:26:16,43.453923000,-80.518314000,274.0,16.2,3.70,324.6,0.0,0.489,18.00,81,75,28,,
T,2013-08-16 20:26:20,43.454111000,-80.518433000,274.0,20.7,2.90,335.3,0.0,0.512,23.00,86,90,28,,
T,2013-08-16 20:26:22,43.454214000,-80.518488000,274.0,22.1,2.71,338.8,0.0,0.525,12.28,89,85,28,,
T,2013-08-16 20:26:25,43.454374000,-80.518582000,274.0,23.2,2.59,336.9,0.0,0.544,19.34,92,91,28,,
T,2013-08-16 20:26:28,43.454548000,-80.518681000,274.0,25.1,2.39,337.6,0.0,0.565,20.93,95,97,28,,
T,2013-08-16 20:26:29,43.454605000,-80.518715000,274.0,24.9,2.41,336.6,0.0,0.572,6.90,95,93,28,,
T,2013-08-16 20:26:30,43.454658000,-80.518765000,274.0,25.7,2.33,325.6,0.0,0.579,7.14,96,94,28,,
T,2013-08-16 20:26:33,43.454821000,-80.518895000,274.0,25.1,2.39,329.9,0.0,0.600,20.94,98,84,28,,
T,2013-08-16 20:26:37,43.455025000,-80.519005000,273.6,21.9,2.74,338.6,-1.6,0.624,24.35,97,0,29,,
T,2013-08-16 20:26:38,43.455054000,-80.519017000,273.2,12.1,4.95,343.3,-11.9,0.628,3.37,96,0,29,,
T,2013-08-16 20:26:39,43.455057000,-80.519025000,272.8,2.6,22.89,297.3,-54.9,0.628,0.73,96,0,29,,
T,2013-08-16 20:26:40,43.455065000,-80.519043000,272.4,6.1,9.77,301.5,-23.4,0.630,1.71,95,0,29,,
T,2013-08-16 20:26:41,43.455069000,-80.519058000,272.0,4.7,12.89,290.2,-30.9,0.631,1.29,93,0,29,,
T,2013-08-16 20:26:42,43.455066000,-80.519060000,272.0,1.3,44.98,205.8,0.0,0.632,0.37,92,0,29,,
T,2013-08-16 20:27:04,43.455090000,-80.519082000,272.0,0.5,114.36,326.4,0.0,0.635,3.21,73,25,29,,
T,2013-08-16 20:27:05,43.455108000,-80.519097000,272.0,8.4,7.12,328.8,0.0,0.637,2.34,73,55,29,,
T,2013-08-16 20:27:12,43.455199000,-80.519219000,272.0,7.3,8.26,315.8,0.0,0.651,14.13,75,62,29,,
T,2013-08-16 20:27:17,43.455187000,-80.519413000,272.0,11.3,5.29,265.1,0.0,0.667,15.76,75,70,29,,
T,2013-08-16 20:27:19,43.455145000,-80.519508000,272.0,16.2,3.71,238.7,0.0,0.676,8.99,79,81,30,,
T,2013-08-16 20:27:21,43.455104000,-80.519622000,272.0,18.5,3.24,243.6,0.0,0.686,10.29,84,89,30,,
T,2013-08-16 20:27:22,43.455082000,-80.519684000,272.0,20.1,2.99,243.9,0.0,0.692,5.58,87,93,30,,
T,2013-08-16 20:27:24,43.455034000,-80.519809000,272.0,20.6,2.91,242.1,0.0,0.703,11.44,90,96,30,,
