type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-07-24 21:49:25,43.450306000,-80.516594000,319.8,,,,,0.000,,82,0,23,"24/07/2013 Kitchener, ON, Canada: WCC Novice Group 1",
T,2013-07-24 21:49:29,43.450298000,-80.516566000,319.8,2.2,27.38,111.5,0.0,0.002,2.43,85,0,23,,
T,2013-07-24 21:49:31,43.450301000,-80.516610000,319.8,6.4,9.32,275.4,0.0,0.006,3.58,89,38,23,,
T,2013-07-24 21:49:32,43.450304000,-80.516624000,319.8,4.3,14.11,286.4,0.0,0.007,1.18,89,53,23,,
T,2013-07-24 21:49:34,43.450317000,-80.516678000,319.8,8.3,7.24,288.3,0.0,0.012,4.60,93,44,23,,
T,2013-07-24 21:49:37,43.450419000,-80.516808000,319.8,18.6,3.23,317.2,0.0,0.027,15.46,94,74,23,,
T,2013-07-24 21:49:40,43.450567000,-80.516822000,319.8,19.8,3.03,356.1,0.0,0.044,16.48,93,0,23,,
T,2013-07-24 21:49:42,43.450643000,-80.516750000,319.8,18.5,3.25,34.5,0.0,0.054,10.26,92,38,23,,
T,2013-07-24 21:49:45,43.450820000,-80.516602000,319.8,27.6,2.17,31.3,0.0,0.077,23.03,91,27,23,,
T,2013-07-24 21:49:46,43.450865000,-80.516557000,319.4,22.3,2.69,36.0,-6.5,0.083,6.19,90,0,23,,
T,2013-07-24 21:49:47,43.450889000,-80.516524000,319.0,13.6,4.42,44.9,-10.6,0.087,3.77,90,0,23,,
T,2013-07-24 21:49:48,43.450896000,-80.516515000,318.4,3.8,15.64,43.0,-56.3,0.088,1.07,89,0,23,,
T,2013-07-24 21:49:49,43.450905000,-80.516509000,318.0,4.0,14.99,25.8,-36.0,0.089,1.11,89,0,23,,
T,2013-07-24 21:49:50,43.450903000,-80.516513000,317.6,1.4,42.44,235.4,-101.9,0.090,0.39,89,0,23,,
T,2013-07-24 21:49:57,43.450989000,-80.516450000,317.6,5.6,10.77,28.0,0.0,0.100,10.83,93,55,23,,
T,2013-07-24 21:49:59,43.451064000,-80.516471000,317.6,15.3,3.92,348.5,0.0,0.109,8.50,98,79,23,,
T,2013-07-24 21:50:01,43.451138000,-80.516511000,317.6,15.9,3.77,338.6,0.0,0.118,8.84,102,82,23,,
T,2013-07-24 21:50:02,43.451174000,-80.516534000,317.6,15.9,3.78,335.1,0.0,0.122,4.41,105,83,23,,
T,2013-07-24 21:50:03,43.451208000,-80.516560000,317.6,15.6,3.85,331.0,0.0,0.126,4.32,106,84,23,,
T,2013-07-24 21:50:05,43.451278000,-80.516607000,317.6,15.6,3.85,334.0,0.0,0.135,8.66,109,81,23,,
T,2013-07-24 21:50:10,43.451458000,-80.516704000,317.6,15.5,3.88,338.6,0.0,0.157,21.48,110,89,23,,
T,2013-07-24 21:50:13,43.451577000,-80.516767000,317.6,17.0,3.53,339.0,0.0,0.171,14.17,113,96,23,,
