type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2012-07-20 23:17:45,43.450279000,-80.517011000,338.7,,,,,0.000,,,,,2012-07-20,
T,2012-07-20 23:18:28,43.450403000,-80.516649000,338.5,2.7,22.13,64.7,-0.6,0.032,32.38,,,,,
T,2012-07-20 23:19:53,43.450731000,-80.516618000,336.6,1.5,38.78,3.9,-5.2,0.069,36.53,,,,,
T,2012-07-20 23:19:56,43.450835000,-80.516542000,336.0,15.7,3.82,27.9,-4.6,0.082,13.09,,,,,
T,2012-07-20 23:19:59,43.450978000,-80.516483000,335.2,19.9,3.01,16.7,-4.8,0.099,16.59,,,,,
T,2012-07-20 23:20:02,43.451073000,-80.516479000,334.7,12.7,4.74,1.8,-4.7,0.109,10.56,,,,,
T,2012-07-20 23:20:05,43.451172000,-80.516493000,334.1,13.3,4.52,354.1,-5.4,0.120,11.06,,,,,
T,2012-07-20 23:20:08,43.451281000,-80.516523000,333.6,14.8,4.05,348.7,-4.0,0.133,12.35,,,,,
T,2012-07-20 23:20:11,43.451400000,-80.516580000,333.5,16.8,3.57,340.8,-0.7,0.147,14.00,,,,,
T,2012-07-20 23:20:14,43.451513000,-80.516644000,333.5,16.3,3.68,337.6,0.0,0.160,13.58,,,,,
T,2012-07-20 23:20:17,43.451567000,-80.516678000,333.5,7.9,7.58,335.4,0.0,0.167,6.60,,,,,
T,2012-07-20 23:20:22,43.451664000,-80.516732000,333.6,8.4,7.17,338.0,0.9,0.178,11.63,,,,,
T,2012-07-20 23:20:25,43.451758000,-80.516824000,333.8,15.4,3.90,324.6,1.6,0.191,12.83,,,,,
T,2012-07-20 23:20:28,43.451856000,-80.517066000,334.4,26.9,2.23,299.2,2.7,0.214,22.41,,,,,
T,2012-07-20 23:20:31,43.451899000,-80.517331000,335.7,26.4,2.28,282.6,5.9,0.236,21.97,,,,,
T,2012-07-20 23:20:34,43.451854000,-80.517586000,336.9,25.5,2.35,256.3,5.7,0.257,21.24,,,,,
T,2012-07-20 23:20:37,43.451749000,-80.517830000,337.8,27.5,2.18,239.3,3.9,0.280,22.94,,,,,
T,2012-07-20 23:20:40,43.451671000,-80.518053000,338.5,24.0,2.50,244.3,3.5,0.300,20.02,,,,,
T,2012-07-20 23:20:43,43.451592000,-80.518271000,339.2,23.6,2.54,243.5,3.6,0.319,19.71,,,,,
T,2012-07-20 23:20:46,43.451516000,-80.518488000,339.9,23.4,2.57,244.2,3.6,0.339,19.49,,,,,
T,2012-07-20 23:20:49,43.451433000,-80.518712000,340.8,24.4,2.46,243.0,4.4,0.359,20.34,,,,,
T,2012-07-20 23:20:52,43.451354000,-80.518930000,341.6,23.6,2.54,243.5,4.1,0.379,19.71,,,,,
T,2012-07-20 23:20:55,43.451295000,-80.519143000,342.4,22.1,2.71,249.1,4.3,0.397,18.44,,,,,
T,2012-07-20 23:20:58,43.451216000,-80.519393000,343.4,26.5,2.27,246.5,4.5,0.420,22.06,,,,,
T,2012-07-20 23:21:01,43.451143000,-80.519619000,344.3,24.0,2.50,246.0,4.5,0.440,20.01,,,,,
T,2012-07-20 23:21:04,43.451058000,-80.519847000,344.5,24.9,2.41,242.8,1.0,0.460,20.73,,,,,
T,2012-07-20 23:21:07,43.450976000,-80.520065000,344.7,23.8,2.52,242.6,1.0,0.480,19.86,,,,,
