type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-06-12 21:48:45,43.450927000,-80.516566000,333.4,,,,,0.000,,91,72,25,"12/06/2013 Kitchener, ON, Canada: First WCC Ride",
T,2013-06-12 21:48:50,43.450927000,-80.516566000,333.4,0.0,,,,0.000,0.00,91,72,25,,
T,2013-06-12 21:48:52,43.450927000,-80.516566000,333.4,0.0,,,,0.000,0.00,88,72,25,,
T,2013-06-12 21:48:56,43.450928000,-80.516567000,333.4,0.1,484.99,324.0,0.0,0.000,0.14,91,72,25,,
T,2013-06-12 21:48:58,43.450928000,-80.516567000,333.4,0.0,,324.0,,0.000,0.00,94,72,25,,
T,2013-06-12 21:49:07,43.450962000,-80.516551000,333.4,1.6,37.56,18.9,0.0,0.004,3.99,97,72,25,,
T,2013-06-12 21:49:08,43.450982000,-80.516548000,333.4,8.0,7.46,6.2,0.0,0.006,2.24,98,72,25,,
T,2013-06-12 21:49:11,43.451046000,-80.516505000,333.4,9.5,6.32,26.0,0.0,0.014,7.92,99,72,25,,
T,2013-06-12 21:49:13,43.451125000,-80.516507000,333.4,15.8,3.80,358.9,0.0,0.023,8.78,102,72,25,,
T,2013-06-12 21:49:14,43.451164000,-80.516500000,333.4,15.7,3.81,7.4,0.0,0.027,4.37,106,75,25,,
T,2013-06-12 21:49:15,43.451209000,-80.516496000,333.4,18.0,3.33,3.7,0.0,0.032,5.01,106,107,25,,
T,2013-06-12 21:49:16,43.451259000,-80.516506000,333.4,20.2,2.97,351.7,0.0,0.038,5.61,110,102,25,,
T,2013-06-12 21:49:17,43.451312000,-80.516519000,333.4,21.5,2.79,349.9,0.0,0.044,5.98,113,111,25,,
T,2013-06-12 21:49:18,43.451364000,-80.516547000,333.4,22.3,2.69,338.6,0.0,0.050,6.21,116,118,25,,
T,2013-06-12 21:49:19,43.451419000,-80.516585000,333.4,24.6,2.44,333.4,0.0,0.057,6.84,119,110,25,,
T,2013-06-12 21:49:20,43.451471000,-80.516626000,333.4,24.0,2.50,330.2,0.0,0.064,6.66,122,114,25,,
T,2013-06-12 21:49:22,43.451589000,-80.516702000,333.4,26.1,2.30,334.9,0.0,0.078,14.48,128,114,25,,
T,2013-06-12 21:49:24,43.451705000,-80.516768000,333.4,25.1,2.39,337.6,0.0,0.092,13.95,131,52,25,,
T,2013-06-12 21:49:26,43.451811000,-80.516831000,333.4,23.1,2.60,336.7,0.0,0.105,12.83,135,94,25,,
T,2013-06-12 21:49:27,43.451868000,-80.516849000,333.4,23.4,2.56,347.1,0.0,0.112,6.50,136,94,25,,
