type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-07-09 22:27:07,43.450529000,-80.516985000,346.6,,,,,0.000,,104,46,29,"09/07/2013 Kitchener, ON, Canada",
T,2013-07-09 22:27:08,43.450525000,-80.517002000,346.6,5.2,11.53,252.0,0.0,0.001,1.45,101,46,29,,
T,2013-07-09 22:27:10,43.450525000,-80.516945000,346.6,8.3,7.22,90.0,0.0,0.006,4.61,99,46,29,,
T,2013-07-09 22:27:12,43.450494000,-80.516957000,346.6,6.4,9.31,195.7,0.0,0.010,3.58,97,46,29,,
T,2013-07-09 22:27:13,43.450481000,-80.516954000,346.6,5.3,11.38,170.5,0.0,0.011,1.46,97,46,29,,
T,2013-07-09 22:27:16,43.450419000,-80.517013000,346.6,10.1,5.97,214.6,0.0,0.019,8.38,100,0,29,,
T,2013-07-09 22:27:17,43.450410000,-80.517028000,346.6,5.7,10.60,230.4,0.0,0.021,1.57,102,0,29,,
T,2013-07-09 22:27:42,43.450388000,-80.517047000,346.6,0.4,144.28,212.1,0.0,0.024,2.89,97,0,29,,
T,2013-07-09 22:27:52,43.450388000,-80.517047000,346.6,0.0,,212.1,,0.024,0.00,102,31,29,,
T,2013-07-09 22:27:53,43.450388000,-80.517047000,346.6,0.0,,212.1,,0.024,0.00,102,31,29,,
T,2013-07-09 22:27:57,43.450386000,-80.517046000,346.6,0.2,281.90,160.1,0.0,0.024,0.24,99,0,29,,
T,2013-07-09 22:27:58,43.450386000,-80.517046000,346.6,0.0,,160.1,,0.024,0.00,96,0,29,,
T,2013-07-09 22:28:05,43.450395000,-80.517060000,346.6,0.8,77.20,311.5,0.0,0.026,1.51,99,0,29,,
T,2013-07-09 22:28:06,43.450399000,-80.517066000,346.6,2.4,25.32,312.6,0.0,0.026,0.66,101,0,29,,
T,2013-07-09 22:28:11,43.450407000,-80.517077000,346.6,0.9,66.24,315.1,0.0,0.028,1.26,98,0,29,,
T,2013-07-09 22:28:17,43.450420000,-80.517092000,346.6,1.1,53.00,320.0,0.0,0.029,1.89,102,0,29,,
T,2013-07-09 22:28:19,43.450420000,-80.517092000,346.6,0.0,,320.0,,0.029,0.00,103,0,29,,
T,2013-07-09 22:28:20,43.450420000,-80.517092000,346.6,0.0,,320.0,,0.029,0.00,104,0,29,,
T,2013-07-09 22:28:36,43.450431000,-80.517105000,346.6,0.4,165.35,319.4,0.0,0.031,1.61,101,0,29,,
T,2013-07-09 22:28:37,43.450430000,-80.517105000,346.6,0.4,150.01,180.0,0.0,0.031,0.11,97,0,29,,
T,2013-07-09 22:28:40,43.450585000,-80.517080000,346.6,20.8,2.88,6.7,0.0,0.049,17.34,97,61,29,,
T,2013-07-09 22:28:41,43.450612000,-80.517075000,346.6,10.9,5.51,7.7,0.0,0.052,3.03,99,61,29,,
T,2013-07-09 22:28:43,43.450595000,-80.517045000,346.6,5.5,10.84,128.0,0.0,0.055,3.08,102,24,29,,
T,2013-07-09 22:28:44,43.450574000,-80.517032000,346.6,9.2,6.51,155.8,0.0,0.057,2.56,103,29,29,,
T,2013-07-09 22:28:45,43.450561000,-80.517027000,346.6,5.4,11.11,164.4,0.0,0.059,1.50,105,38,29,,
T,2013-07-09 22:28:46,43.450536000,-80.517030000,346.6,10.0,5.98,185.0,0.0,0.062,2.79,106,41,29,,
T,2013-07-09 22:28:48,43.450490000,-80.517017000,346.6,9.4,6.39,168.4,0.0,0.067,5.22,108,10,29,,
T,2013-07-09 22:28:53,43.450297000,-80.517045000,346.6,15.5,3.86,186.0,0.0,0.088,21.56,110,0,29,,
T,2013-07-09 22:29:01,43.450234000,-80.516932000,346.6,5.2,11.58,127.5,0.0,0.100,11.52,110,0,29,,
T,2013-07-09 22:29:03,43.450229000,-80.516931000,346.6,1.0,59.38,171.7,0.0,0.100,0.56,111,5,29,,
T,2013-07-09 22:29:06,43.450224000,-80.516928000,346.6,0.7,82.47,156.5,0.0,0.101,0.61,109,15,29,,
T,2013-07-09 22:29:07,43.450228000,-80.516931000,346.6,1.8,32.91,331.4,0.0,0.101,0.51,109,0,29,,
T,2013-07-09 22:29:10,43.450233000,-80.516929000,346.6,0.7,86.41,16.2,0.0,0.102,0.58,111,0,29,,
T,2013-07-09 22:29:16,43.450291000,-80.516980000,346.6,4.6,13.07,327.4,0.0,0.110,7.65,104,0,29,,
T,2013-07-09 22:29:17,43.450306000,-80.516980000,346.6,6.0,10.00,0.0,0.0,0.111,1.67,103,0,29,,
T,2013-07-09 22:29:26,43.450480000,-80.516983000,346.6,7.7,7.76,359.3,0.0,0.131,19.33,104,0,29,,
T,2013-07-09 22:29:32,43.450598000,-80.517065000,346.6,8.8,6.81,333.2,0.0,0.145,14.69,102,0,30,,
T,2013-07-09 22:29:34,43.450580000,-80.517066000,346.6,3.6,16.65,182.3,0.0,0.147,2.00,106,73,30,,
