type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2010-09-11 20:06:08,43.450441000,-80.516767000,320.6,,,,,0.000,,,,,"09/11/10 Kitchener, ON, Canada",
T,2010-09-11 20:07:20,43.450431000,-80.516079000,320.5,2.8,21.54,91.1,-0.2,0.056,55.70,,,,,
T,2010-09-11 20:07:23,43.450258000,-80.515926000,320.5,27.4,2.19,147.3,0.0,0.079,22.86,,,,,
T,2010-09-11 20:07:26,43.450062000,-80.515779000,320.4,29.8,2.01,151.4,-0.4,0.103,24.81,,,,,
T,2010-09-11 20:07:29,43.449807000,-80.515630000,321.6,36.9,1.62,157.0,3.9,0.134,30.79,,,,,
T,2010-09-11 20:07:31,43.449620000,-80.515523000,324.5,40.5,1.48,157.4,12.9,0.157,22.51,,,,,
T,2010-09-11 20:07:33,43.449463000,-80.515431000,327.5,34.1,1.76,157.0,15.8,0.176,18.97,,,,,
T,2010-09-11 20:07:36,43.449232000,-80.515297000,329.0,33.4,1.79,157.2,5.4,0.204,27.86,,,,,
T,2010-09-11 20:07:39,43.449017000,-80.515165000,329.2,31.4,1.91,156.0,0.8,0.230,26.17,,,,,
T,2010-09-11 20:07:41,43.448862000,-80.515072000,329.0,33.8,1.77,156.5,-1.1,0.248,18.79,,,,,
T,2010-09-11 20:07:44,43.448659000,-80.514957000,328.6,29.3,2.05,157.6,-1.6,0.273,24.40,,,,,
T,2010-09-11 20:07:47,43.448455000,-80.514846000,327.8,29.3,2.05,158.4,-3.3,0.297,24.38,,,,,
T,2010-09-11 20:07:50,43.448256000,-80.514706000,326.6,29.8,2.01,152.9,-4.8,0.322,24.84,,,,,
T,2010-09-11 20:07:52,43.448120000,-80.514604000,325.2,31.0,1.94,151.4,-8.1,0.339,17.22,,,,,
T,2010-09-11 20:07:55,43.447918000,-80.514467000,324.0,30.0,2.00,153.8,-4.8,0.364,25.03,,,,,
T,2010-09-11 20:07:57,43.447785000,-80.514387000,322.9,29.0,2.07,156.4,-6.8,0.380,16.13,,,,,
T,2010-09-11 20:08:00,43.447582000,-80.514264000,321.9,29.6,2.03,156.3,-4.1,0.405,24.65,,,,,
T,2010-09-11 20:08:02,43.447442000,-80.514185000,321.0,30.3,1.98,157.7,-5.4,0.422,16.82,,,,,
T,2010-09-11 20:08:05,43.447222000,-80.514063000,320.1,31.6,1.90,158.1,-3.4,0.448,26.36,,,,,
T,2010-09-11 20:08:08,43.447004000,-80.513943000,319.5,31.3,1.92,158.2,-2.3,0.474,26.10,,,,,
T,2010-09-11 20:08:11,43.446786000,-80.513831000,319.0,31.0,1.93,159.5,-1.9,0.500,25.86,,,,,
T,2010-09-11 20:08:14,43.446577000,-80.513719000,318.4,29.9,2.01,158.7,-2.4,0.525,24.93,,,,,
T,2010-09-11 20:08:16,43.446442000,-80.513656000,317.3,28.5,2.10,161.3,-6.9,0.541,15.84,,,,,
T,2010-09-11 20:08:18,43.446307000,-80.513585000,315.6,28.9,2.08,159.1,-10.6,0.557,16.06,,,,,
T,2010-09-11 20:08:21,43.446109000,-80.513478000,313.6,28.4,2.11,158.6,-8.5,0.581,23.64,,,,,
