type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2013-09-11 14:31:26,43.450593000,-80.516587000,337.4,,,,,0.000,,94,63,25,"11/09/2013 Kitchener, ON, Canada: a billion celsius + flat tire",
T,2013-09-11 14:31:27,43.450634000,-80.516585000,337.1,16.4,3.66,2.0,-6.6,0.005,4.56,98,74,25,,
T,2013-09-11 14:31:29,43.450734000,-80.516637000,336.6,21.4,2.81,339.3,-4.2,0.016,11.88,103,80,25,,
T,2013-09-11 14:31:30,43.450791000,-80.516679000,336.3,25.9,2.32,331.9,-4.2,0.024,7.19,106,84,25,,
T,2013-09-11 14:31:31,43.450839000,-80.516712000,336.0,21.5,2.79,333.5,-5.0,0.030,5.96,107,86,25,,
T,2013-09-11 14:31:33,43.450928000,-80.516766000,335.4,19.5,3.08,336.2,-5.5,0.040,10.81,111,86,25,,
T,2013-09-11 14:31:35,43.450962000,-80.516846000,335.2,13.5,4.45,300.3,-2.7,0.048,7.50,114,80,25,,
T,2013-09-11 14:31:38,43.451050000,-80.516945000,334.5,15.2,3.96,320.8,-5.5,0.061,12.64,111,70,26,,
T,2013-09-11 14:31:40,43.451115000,-80.516995000,334.0,14.9,4.03,330.8,-6.0,0.069,8.28,108,65,26,,
T,2013-09-11 14:31:42,43.451176000,-80.517034000,333.6,13.5,4.46,335.1,-5.4,0.076,7.48,105,55,26,,
T,2013-09-11 14:31:44,43.451220000,-80.517064000,333.2,9.8,6.11,333.7,-7.3,0.082,5.46,103,54,26,,
T,2013-09-11 14:31:45,43.451241000,-80.517075000,333.1,9.0,6.67,339.2,-4.0,0.084,2.50,102,13,26,,
T,2013-09-11 14:31:47,43.451261000,-80.517085000,333.0,4.3,14.10,340.1,-4.2,0.087,2.36,101,0,26,,
T,2013-09-11 14:31:49,43.451281000,-80.517095000,333.1,4.3,14.10,340.1,4.2,0.089,2.36,99,26,26,,
T,2013-09-11 14:32:25,43.451301000,-80.517105000,333.2,0.2,253.71,340.1,4.2,0.091,2.36,97,77,26,,
T,2013-09-11 14:32:26,43.451324000,-80.517117000,333.3,9.8,6.10,339.3,3.7,0.094,2.73,100,87,26,,
