type,time,latitude,longitude,altitude,speed,pace,course,slope,distance,distance_interval,hr,cadence,temperature,name,desc
T,2012-07-31 02:12:49,43.485037000,-80.540800000,348.9,,,,,0.000,,,,,JBC to Home,
T,2012-07-31 02:13:50,43.484530000,-80.540500000,349.9,3.6,16.58,156.8,1.6,0.061,61.33,,,,,
T,2012-07-31 02:13:55,43.484326000,-80.540119000,348.8,27.5,2.18,126.4,-2.9,0.100,38.26,,,,,
T,2012-07-31 02:14:02,43.484206000,-80.539663000,348.0,20.2,2.97,109.9,-2.0,0.139,39.22,,,,,
T,2012-07-31 02:14:12,43.484164000,-80.539283000,347.7,11.2,5.36,98.7,-1.0,0.170,31.09,,,,,
T,2012-07-31 02:14:20,43.483963000,-80.538961000,348.2,15.4,3.89,130.7,1.5,0.204,34.31,,,,,
T,2012-07-31 02:14:25,43.483773000,-80.538692000,348.8,21.8,2.75,134.2,2.0,0.235,30.32,,,,,
T,2012-07-31 02:14:31,43.483526000,-80.538390000,348.7,22.0,2.72,138.4,-0.3,0.271,36.74,,,,,
T,2012-07-31 02:14:37,43.483231000,-80.538112000,348.7,23.8,2.52,145.6,0.0,0.311,39.75,,,,,
T,2012-07-31 02:14:42,43.482980000,-80.537897000,348.9,23.7,2.54,148.1,0.6,0.344,32.87,,,,,
T,2012-07-31 02:14:46,43.482714000,-80.537697000,347.7,30.3,1.98,151.4,-3.6,0.378,33.69,,,,,
T,2012-07-31 02:14:50,43.482456000,-80.537439000,345.9,31.9,1.88,144.0,-5.1,0.413,35.46,,,,,
T,2012-07-31 02:14:54,43.482184000,-80.537218000,344.0,31.6,1.90,149.5,-5.4,0.448,35.11,,,,,
T,2012-07-31 02:14:58,43.481944000,-80.537045000,343.0,27.1,2.21,152.4,-3.3,0.478,30.11,,,,,
T,2012-07-31 02:15:02,43.481663000,-80.536849000,343.3,31.5,1.90,153.2,0.9,0.513,35.02,,,,,
T,2012-07-31 02:15:06,43.481409000,-80.536670000,343.5,28.5,2.10,152.9,0.6,0.545,31.72,,,,,
T,2012-07-31 02:15:10,43.481143000,-80.536488000,343.8,29.7,2.02,153.6,0.9,0.578,33.02,,,,,
T,2012-07-31 02:15:15,43.480860000,-80.536270000,344.0,26.0,2.31,150.8,0.6,0.614,36.05,,,,,
T,2012-07-31 02:15:21,43.480557000,-80.536021000,344.2,23.5,2.55,149.2,0.5,0.653,39.23,,,,,
T,2012-07-31 02:15:27,43.480244000,-80.535770000,345.4,24.2,2.48,149.8,3.0,0.694,40.27,,,,,
T,2012-07-31 02:15:33,43.479946000,-80.535509000,347.1,23.6,2.55,147.6,4.3,0.733,39.27,,,,,
T,2012-07-31 02:15:37,43.479701000,-80.535333000,348.4,27.6,2.17,152.5,4.2,0.764,30.72,,,,,
T,2012-07-31 02:15:42,43.479457000,-80.535144000,349.1,22.4,2.68,150.7,2.2,0.795,31.12,,,,,
T,2012-07-31 02:15:48,43.479179000,-80.534928000,349.2,21.3,2.82,150.6,0.3,0.830,35.49,,,,,
T,2012-07-31 02:15:51,43.478848000,-80.534748000,349.2,47.5,1.26,158.5,0.0,0.870,39.55,,,,,
T,2012-07-31 02:15:57,43.478589000,-80.534588000,348.2,18.9,3.17,155.9,-3.2,0.901,31.55,,,,,
T,2012-07-31 02:16:01,43.478344000,-80.534424000,347.5,27.3,2.20,154.1,-2.3,0.932,30.28,,,,,
T,2012-07-31 02:16:06,43.478074000,-80.534221000,347.5,24.6,2.44,151.4,0.0,0.966,34.20,,,,,
T,2012-07-31 02:16:12,43.477768000,-80.534031000,348.4,22.4,2.68,155.7,2.4,1.003,37.31,,,,,
T,2012-07-31 02:16:17,43.477477000,-80.533827000,349.6,26.1,2.30,153.0,3.3,1.039,36.30,,,,,
T,2012-07-31 02:16:21,43.477210000,-80.533650000,349.7,29.6,2.02,154.3,0.3,1.072,32.94,,,,,
T,2012-07-31 02:16:25,43.476964000,-80.533488000,349.4,27.3,2.20,154.5,-1.0,1.103,30.31,,,,,
T,2012-07-31 02:16:29,43.476728000,-80.533282000,349.2,28.0,2.15,147.6,-0.6,1.134,31.07,,,,,
T,2012-07-31 02:16:33,43.476489000,-80.533055000,349.4,29.1,2.06,145.4,0.6,1.166,32.29,,,,,
T,2012-07-31 02:16:37,43.476196000,-80.532785000,349.9,35.3,1.70,146.2,1.3,1.205,39.20,,,,,
T,2012-07-31 02:16:41,43.475832000,-80.532460000,350.0,43.4,1.38,147.1,0.2,1.253,48.24,,,,,
T,2012-07-31 02:16:44,43.475497000,-80.532127000,350.0,55.1,1.09,144.2,0.0,1.299,45.95,,,,,
T,2012-07-31 02:16:47,43.475106000,-80.531700000,346.3,66.6,0.90,141.6,-6.7,1.355,55.50,,,,,
T,2012-07-31 02:16:50,43.474222000,-80.530990000,344.3,136.5,0.44,149.8,-1.8,1.469,113.78,,,,,
T,2012-07-31 02:16:53,43.473770000,-80.530650000,345.4,68.7,0.87,151.4,1.9,1.526,57.26,,,,,
T,2012-07-31 02:16:56,43.473259000,-80.530251000,344.9,78.4,0.77,150.5,-0.8,1.591,65.31,,,,,
T,2012-07-31 02:16:59,43.472908000,-80.529955000,345.7,54.9,1.09,148.5,1.7,1.637,45.76,,,,,
T,2012-07-31 02:17:02,43.472492000,-80.529613000,344.3,64.6,0.93,149.2,-2.6,1.691,53.87,,,,,
T,2012-07-31 02:17:05,43.472242000,-80.529348000,342.3,42.1,1.42,142.4,-5.7,1.726,35.09,,,,,
T,2012-07-31 02:17:08,43.471813000,-80.529011000,341.0,65.9,0.91,150.3,-2.4,1.781,54.91,,,,,
T,2012-07-31 02:17:11,43.471485000,-80.528697000,340.5,53.3,1.13,145.2,-1.1,1.825,44.42,,,,,
T,2012-07-31 02:17:14,43.471132000,-80.528452000,339.2,52.7,1.14,153.3,-3.0,1.869,43.94,,,,,
T,2012-07-31 02:17:48,43.468264000,-80.525925000,336.8,40.1,1.50,147.4,-0.6,2.248,378.61,,,,,
T,2012-07-31 02:17:51,43.468200000,-80.525848000,337.1,11.3,5.29,138.9,3.2,2.257,9.45,,,,,
T,2012-07-31 02:17:54,43.467864000,-80.525612000,338.1,50.3,1.19,153.0,2.4,2.299,41.93,,,,,
T,2012-07-31 02:17:57,43.467636000,-80.525444000,337.9,34.5,1.74,151.9,-0.7,2.328,28.75,,,,,
T,2012-07-31 02:18:00,43.467408000,-80.525190000,337.2,39.1,1.53,141.0,-2.1,2.361,32.62,,,,,
T,2012-07-31 02:18:03,43.467223000,-80.525026000,336.8,29.4,2.04,147.2,-1.6,2.385,24.47,,,,,
T,2012-07-31 02:18:06,43.467391000,-80.525157000,337.2,25.8,2.33,330.5,1.9,2.407,21.47,,,,,
T,2012-07-31 02:18:21,43.466952000,-80.525368000,335.3,12.4,4.84,199.2,-3.7,2.458,51.68,,,,,
T,2012-07-31 02:18:31,43.466460000,-80.525502000,332.1,20.1,2.99,191.2,-5.7,2.514,55.73,,,,,
T,2012-07-31 02:18:37,43.465920000,-80.525491000,328.9,36.0,1.67,179.2,-5.3,2.574,60.00,,,,,
T,2012-07-31 02:18:45,43.465392000,-80.525414000,326.0,26.5,2.26,174.0,-4.9,2.633,58.99,,,,,
T,2012-07-31 02:18:54,43.464754000,-80.525216000,326.9,29.1,2.06,167.3,1.2,2.706,72.67,,,,,
T,2012-07-31 02:19:02,43.464294000,-80.525070000,327.6,23.6,2.54,167.0,1.3,2.758,52.45,,,,,
